Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-02-03,2017,2,3,Friday,05,2017-05,28.86,28.98,28.48,28.59,37274400,28.2,-0.008752865926588083,26.732857142857142,26.317391304347826
2017-02-06,2017,2,6,Monday,06,2017-06,28.5,29.33,28.5,29.33,50676800,28.93,0.025616180437024738,27.01857142857143,26.42625
2017-02-07,2017,2,7,Tuesday,06,2017-06,29.67,30.23,29.48,29.78,74622400,29.38,0.015514454696800684,27.303571428571427,26.5444
2017-02-08,2017,2,8,Wednesday,06,2017-06,29.6,29.83,29.09,29.65,44958000,29.25,-0.004364776973155515,27.540714285714284,26.64846153846154
2017-02-09,2017,2,9,Thursday,06,2017-06,29.72,29.76,28.9,29.09,84256800,28.7,-0.018801282970150712,27.75857142857143,26.724444444444444
2017-02-10,2017,2,10,Friday,06,2017-06,29.98,30.17,28.15,28.41,165109200,28.02,-0.023715464671527298,27.909285714285712,26.770714285714288
2017-02-13,2017,2,13,Monday,07,2017-07,28.35,28.5,27.05,27.09,118072400,26.72,-0.0461185505471966,27.927142857142858,26.768965517241377
2017-02-14,2017,2,14,Tuesday,07,2017-07,27.0,27.54,26.57,27.19,85063200,26.82,0.0036908153987786907,27.944285714285716,26.770666666666667
2017-02-15,2017,2,15,Wednesday,07,2017-07,27.23,27.45,26.94,27.25,37302000,26.88,0.002022402079786767,27.93285714285714,26.774193548387096
2017-02-16,2017,2,16,Thursday,07,2017-07,27.35,27.36,26.42,26.81,64717600,26.45,-0.01605508770194286,27.853571428571428,26.7640625
2017-02-17,2017,2,17,Friday,07,2017-07,26.67,26.85,26.2,26.81,56374000,26.44,-0.00018643823067021614,27.804285714285715,26.754242424242424
2017-02-21,2017,2,21,Tuesday,08,2017-08,27.06,27.81,27.06,27.77,55195200,27.39,0.03581060605022279,27.83785714285714,26.77294117647059
2017-02-22,2017,2,22,Wednesday,08,2017-08,27.85,27.95,27.5,27.69,43377200,27.35,-0.0015323463814569394,27.784285714285716,26.789428571428573
2017-02-23,2017,2,23,Thursday,08,2017-08,26.38,26.6,24.92,25.12,159288800,24.81,-0.09272309130864131,27.524285714285714,26.734444444444442
2017-02-24,2017,2,24,Friday,08,2017-08,24.27,25.5,23.92,25.36,102990400,25.05,0.009652858867886138,27.299285714285713,26.68891891891892
2017-02-27,2017,2,27,Monday,09,2017-09,25.55,26.25,25.39,26.1,71540000,25.78,0.029075450708547335,27.07428571428571,26.665
2017-02-28,2017,2,28,Tuesday,09,2017-09,26.2,26.3,25.19,25.37,62536000,25.05,-0.028062538216615196,26.764999999999997,26.623589743589744
2017-03-01,2017,3,1,Wednesday,09,2017-09,25.95,26.09,25.28,25.7,50480400,25.38,0.01290907586345913,26.488571428571426,26.5925
2017-03-02,2017,3,2,Thursday,09,2017-09,25.57,25.71,24.72,24.75,75433200,24.44,-0.03687128383070648,26.184285714285714,26.540000000000003
2017-03-03,2017,3,3,Friday,09,2017-09,24.64,24.69,24.06,24.61,86469200,24.3,-0.0057576476915487396,25.91857142857143,26.486666666666668
2017-03-06,2017,3,6,Monday,10,2017-10,24.24,24.52,23.79,24.42,88356800,24.11,-0.007721137094508834,25.732142857142858,26.43139534883721
2017-03-07,2017,3,7,Tuesday,10,2017-10,24.42,24.88,24.29,24.68,60340000,24.38,0.010955162472600533,25.55785714285714,26.38477272727273
2017-03-08,2017,3,8,Wednesday,10,2017-10,25.17,25.33,24.62,24.64,63871200,24.33,-0.0018229223309432774,25.375714285714285,26.339111111111112
2017-03-09,2017,3,9,Thursday,10,2017-10,24.48,24.86,24.35,24.64,47806000,24.33,-0.00020301262903155148,25.224285714285713,26.295434782608694
2017-03-10,2017,3,10,Friday,10,2017-10,24.9,25.02,24.59,24.78,49974000,24.47,0.005885974521680826,25.083571428571428,26.25659574468085
2017-03-13,2017,3,13,Monday,11,2017-11,24.89,25.56,24.88,25.46,77413600,25.15,0.02754227215327698,24.923571428571428,26.233541666666667
2017-03-14,2017,3,14,Tuesday,11,2017-11,25.59,25.69,25.12,25.44,52201600,25.13,-0.0006870610580194114,24.764999999999997,26.211020408163265
2017-03-15,2017,3,15,Wednesday,11,2017-11,25.56,25.75,25.08,25.64,61503600,25.32,0.0075653726039559555,24.80142857142857,26.1932
2017-03-16,2017,3,16,Thursday,11,2017-11,25.75,25.96,25.6,25.95,52310000,25.63,0.012286596139925443,24.842857142857138,26.202799999999996
2017-03-17,2017,3,17,Friday,11,2017-11,26.13,26.53,25.95,26.52,111968800,26.19,0.021770656657586818,24.872142857142855,26.211799999999997
2017-03-20,2017,3,20,Monday,12,2017-12,26.69,27.4,26.53,27.36,74856800,27.02,0.031865543476519154,25.012857142857143,26.2504
2017-03-21,2017,3,21,Tuesday,12,2017-12,27.19,27.49,26.4,26.48,91348400,26.15,-0.032343571730470644,25.067857142857143,26.265
2017-03-22,2017,3,22,Wednesday,12,2017-12,26.36,27.07,26.33,27.02,61676400,26.68,0.020394805658612736,25.227857142857143,26.2696
2017-03-23,2017,3,23,Thursday,12,2017-12,26.94,27.14,26.67,26.77,53394000,26.44,-0.009068239693932778,25.380714285714284,26.273400000000002
2017-03-24,2017,3,24,Friday,12,2017-12,27.24,27.32,26.6,26.87,43950000,26.53,0.003548413648883475,25.553571428571427,26.2854
2017-03-27,2017,3,27,Monday,13,2017-13,26.4,27.1,25.9,27.06,50664400,26.73,0.007257699701038511,25.721428571428568,26.3098
2017-03-28,2017,3,28,Tuesday,13,2017-13,27.08,27.22,26.82,26.92,43244400,26.59,-0.005172950274476618,25.882857142857144,26.331599999999998
2017-03-29,2017,3,29,Wednesday,13,2017-13,27.0,27.12,26.81,26.83,34999200,26.5,-0.003250228341686978,26.037857142857145,26.362999999999996
2017-03-30,2017,3,30,Thursday,13,2017-13,26.91,27.5,26.85,27.35,52553200,27.01,0.019191426948361512,26.219285714285714,26.3954
2017-03-31,2017,3,31,Friday,13,2017-13,27.25,27.47,27.1,27.23,44080800,26.89,-0.0042962419058397705,26.34357142857143,26.4146
2017-04-03,2017,4,3,Monday,14,2017-14,27.24,27.41,26.85,27.09,44523200,26.76,-0.005049239929640459,26.46,26.436799999999998
2017-04-04,2017,4,4,Tuesday,14,2017-14,25.85,26.1,25.08,25.19,127128000,24.88,-0.07012343834501622,26.428571428571427,26.416200000000003
2017-04-05,2017,4,5,Wednesday,14,2017-14,25.0,25.59,24.88,25.01,74704800,24.7,-0.007441977268401345,26.36214285714286,26.3808
2017-04-06,2017,4,6,Thursday,14,2017-14,25.06,25.31,24.6,25.19,63512000,24.88,0.007297823535131531,26.26857142857143,26.346799999999998
2017-04-07,2017,4,7,Friday,14,2017-14,25.25,25.43,24.93,25.08,42906800,24.77,-0.004267477343474435,26.107857142857142,26.301399999999997
2017-04-10,2017,4,10,Monday,15,2017-15,25.09,25.16,24.4,24.44,75633200,24.14,-0.025516093435705933,25.964285714285715,26.233
2017-04-11,2017,4,11,Tuesday,15,2017-15,24.14,24.73,24.09,24.53,61814800,24.22,0.0035800851246072796,25.78857142857143,26.1748
2017-04-12,2017,4,12,Wednesday,15,2017-15,24.53,24.67,24.27,24.33,41409200,24.03,-0.008255259303828977,25.61642857142857,26.117000000000004
2017-04-13,2017,4,13,Thursday,15,2017-15,24.08,24.3,23.87,23.87,50689200,23.58,-0.01870304470680595,25.405714285714282,26.0266
2017-04-17,2017,4,17,Monday,16,2017-16,24.0,24.81,23.95,24.81,49729200,24.5,0.03916632417616195,25.24642857142857,25.9476
2017-04-18,2017,4,18,Tuesday,16,2017-16,24.66,24.89,24.4,24.82,37011600,24.51,0.0006047699752571578,25.097857142857144,25.873800000000003
2017-04-19,2017,4,19,Wednesday,16,2017-16,25.0,25.25,24.85,24.92,38082800,24.61,0.003927617431902064,24.96285714285714,25.787399999999998
2017-04-20,2017,4,20,Thursday,16,2017-16,25.07,25.36,24.85,25.32,40401600,25.0,0.015850900579719163,24.819285714285712,25.6998
2017-04-21,2017,4,21,Friday,16,2017-16,25.21,25.45,25.09,25.42,34189600,25.1,0.00414783463378976,24.69142857142857,25.6168
2017-04-24,2017,4,24,Monday,17,2017-17,25.74,25.87,25.53,25.74,37182000,25.42,0.012490039271558562,24.595714285714287,25.551199999999998
2017-04-25,2017,4,25,Tuesday,17,2017-17,25.89,26.33,25.67,26.18,38844000,25.86,0.017387261278224653,24.66571428571429,25.508000000000003
2017-04-26,2017,4,26,Wednesday,17,2017-17,26.32,26.35,25.99,26.0,32700400,25.68,-0.006874354522000692,24.735714285714284,25.4872
2017-04-27,2017,4,27,Thursday,17,2017-17,26.08,26.5,25.9,26.41,31970000,26.08,0.015573897175114482,24.821428571428573,25.472400000000004
2017-04-28,2017,4,28,Friday,17,2017-17,26.34,26.41,26.02,26.08,34824800,25.75,-0.01268454632007232,24.891428571428573,25.4498
