,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,label,profit,if_over_5_pers
17,2017-01-27,2017,1,27,Friday,4,2017-04,27.48,27.97,27.21,27.94,47199600,27.56,0.0193342702112264,26.07857142857143,25.916666666666668,Long,-0.7852160525858807,False
18,2017-01-30,2017,1,30,Monday,5,2017-05,27.73,27.75,26.98,27.5,49600400,27.13,-0.0156570566377866,26.127142857142854,25.980526315789472,short,0.9896599356572438,False
19,2017-01-31,2017,1,31,Tuesday,5,2017-05,27.24,27.51,27.05,27.3,36275600,26.92,-0.0076350851694889,26.175,26.0275,Long,1.341994488687078,False
20,2017-02-01,2017,2,1,Wednesday,5,2017-05,27.65,28.53,27.47,28.49,59000400,28.1,0.0436895178002492,26.33,26.12619047619048,Long,-0.5953952382240999,False
21,2017-02-02,2017,2,2,Thursday,5,2017-05,28.33,28.93,28.01,28.85,48324000,28.45,0.0126369918203037,26.54,26.231818181818184,Long,0.03654147985027123,False
22,2017-02-03,2017,2,3,Friday,5,2017-05,28.86,28.98,28.48,28.59,37274400,28.2,-0.008752865926588,26.732857142857146,26.317391304347822,short,0.33302750794075564,False
23,2017-02-06,2017,2,6,Monday,6,2017-06,28.5,29.33,28.5,29.33,50676800,28.93,0.0256161804370247,27.01857142857143,26.42625,Long,1.2263617811451724,False
24,2017-02-07,2017,2,7,Tuesday,6,2017-06,29.67,30.23,29.48,29.78,74622400,29.38,0.0155144546968006,27.303571428571427,26.5444,Long,-0.646852183500954,False
25,2017-02-08,2017,2,8,Wednesday,6,2017-06,29.6,29.83,29.09,29.65,44958000,29.25,-0.0043647769731555,27.540714285714284,26.64846153846154,Long,0.251129421812621,False
26,2017-02-09,2017,2,9,Thursday,6,2017-06,29.72,29.76,28.9,29.09,84256800,28.7,-0.0188012829701507,27.75857142857143,26.724444444444444,short,-3.165240689260159,False
27,2017-02-10,2017,2,10,Friday,6,2017-06,29.98,30.17,28.15,28.41,165109200,28.02,-0.0237154646715272,27.909285714285712,26.770714285714288,short,0.21895690303924198,True
28,2017-02-13,2017,2,13,Monday,7,2017-07,28.35,28.5,27.05,27.09,118072400,26.72,-0.0461185505471966,27.927142857142854,26.768965517241377,short,0.34558697863026566,False
29,2017-02-14,2017,2,14,Tuesday,7,2017-07,27.0,27.54,26.57,27.19,85063200,26.82,0.0036908153987786,27.94428571428572,26.770666666666667,Long,0.15302932043796602,False
30,2017-02-15,2017,2,15,Wednesday,7,2017-07,27.23,27.45,26.94,27.25,37302000,26.88,0.0020224020797867,27.93285714285714,26.774193548387096,Long,0.3822925133510182,False
31,2017-02-16,2017,2,16,Thursday,7,2017-07,27.35,27.36,26.42,26.81,64717600,26.45,-0.0160550877019428,27.853571428571428,26.7640625,short,0.548855655650911,False
32,2017-02-17,2017,2,17,Friday,7,2017-07,26.67,26.85,26.2,26.81,56374000,26.44,-0.0001864382306702,27.804285714285715,26.754242424242424,Long,0.9800993850909379,False
33,2017-02-21,2017,2,21,Tuesday,8,2017-08,27.06,27.81,27.06,27.77,55195200,27.39,0.0358106060502227,27.83785714285714,26.77294117647059,Long,0.3056131291098154,False
34,2017-02-22,2017,2,22,Wednesday,8,2017-08,27.85,27.95,27.5,27.69,43377200,27.35,-0.0015323463814569,27.78428571428572,26.789428571428573,short,5.283281176970149,False
35,2017-02-23,2017,2,23,Thursday,8,2017-08,26.38,26.6,24.92,25.12,159288800,24.81,-0.0927230913086413,27.524285714285718,26.73444444444444,short,3.911150555668513,False
36,2017-02-24,2017,2,24,Friday,8,2017-08,24.27,25.5,23.92,25.36,102990400,25.05,0.0096528588678861,27.299285714285716,26.68891891891892,Long,0.8659834557475676,False
37,2017-02-27,2017,2,27,Monday,9,2017-09,25.55,26.25,25.39,26.1,71540000,25.78,0.0290754507085473,27.07428571428571,26.665,Long,0.4461761906503199,False
38,2017-02-28,2017,2,28,Tuesday,9,2017-09,26.2,26.3,25.19,25.37,62536000,25.05,-0.0280625382166151,26.765,26.623589743589744,short,-2.612752752648376,False
39,2017-03-01,2017,3,1,Wednesday,9,2017-09,25.95,26.09,25.28,25.7,50480400,25.38,0.0129090758634591,26.488571428571426,26.5925,short,0.5810364957256979,False
40,2017-03-02,2017,3,2,Thursday,9,2017-09,25.57,25.71,24.72,24.75,75433200,24.44,-0.0368712838307064,26.184285714285718,26.540000000000003,short,0.512796632560125,False
41,2017-03-03,2017,3,3,Friday,9,2017-09,24.64,24.69,24.06,24.61,86469200,24.3,-0.0057576476915487,25.91857142857143,26.486666666666668,short,1.7611518011811,False
42,2017-03-06,2017,3,6,Monday,10,2017-10,24.24,24.52,23.79,24.42,88356800,24.11,-0.0077211370945088,25.732142857142858,26.43139534883721,Long,0.0,False
43,2017-03-07,2017,3,7,Tuesday,10,2017-10,24.42,24.88,24.29,24.68,60340000,24.38,0.0109551624726005,25.55785714285714,26.38477272727273,Long,2.325720953092869,False
44,2017-03-08,2017,3,8,Wednesday,10,2017-10,25.17,25.33,24.62,24.64,63871200,24.33,-0.0018229223309432,25.375714285714285,26.339111111111112,short,0.7808242815706024,False
45,2017-03-09,2017,3,9,Thursday,10,2017-10,24.48,24.86,24.35,24.64,47806000,24.33,-0.0002030126290315,25.224285714285717,26.29543478260869,Long,1.268839457552204,False
46,2017-03-10,2017,3,10,Friday,10,2017-10,24.9,25.02,24.59,24.78,49974000,24.47,0.0058859745216808,25.083571428571428,26.25659574468085,short,-0.5370323692300616,False
