,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,label,profit,if_over_5_pers
11,2017-01-19,2017,1,19,Thursday,3,2017-03,226.84,227.0,225.41,225.91,66608800,204.39,-0.0037043546416222,204.9233333333333,204.9233333333333,short,-0.34639739778630485,False
12,2017-01-20,2017,1,20,Friday,3,2017-03,226.7,227.31,225.97,226.74,129168600,205.15,0.003674082218517,204.94076923076923,204.94076923076923,Long,0.0,False
13,2017-01-23,2017,1,23,Monday,4,2017-04,226.74,226.81,225.27,226.15,75061600,204.61,-0.0026021248851845,204.9171428571429,204.9171428571429,short,-0.1093821791467775,False
14,2017-01-24,2017,1,24,Tuesday,4,2017-04,226.4,228.08,226.27,227.6,95555300,205.92,0.0064115409078682,205.0692857142857,204.984,Long,0.47821542698504516,False
15,2017-01-25,2017,1,25,Wednesday,4,2017-04,228.7,229.57,228.51,229.57,84437700,207.71,0.0086554013860142,205.26285714285717,205.154375,Long,-0.07362593934806227,False
16,2017-01-26,2017,1,26,Thursday,4,2017-04,229.4,229.71,229.01,229.33,59970700,207.49,-0.0010453126005531,205.4521428571429,205.29176470588237,short,-0.03897504048008216,False
17,2017-01-27,2017,1,27,Friday,4,2017-04,229.42,229.59,228.76,228.97,59711100,207.16,-0.0015697934845702,205.56571428571428,205.39555555555555,short,0.3482061049334675,False
18,2017-01-30,2017,1,30,Monday,5,2017-05,228.17,228.2,226.41,227.55,79737300,205.88,-0.006201690391151,205.63642857142852,205.42105263157896,short,0.2502719873588575,False
19,2017-01-31,2017,1,31,Tuesday,5,2017-05,226.98,227.6,226.32,227.53,75880800,205.86,-8.797530287929511e-05,205.7057142857143,205.443,Long,0.0,False
20,2017-02-01,2017,2,1,Wednesday,5,2017-05,227.53,228.59,226.94,227.62,79117700,205.94,0.0003955160224013,205.73928571428573,205.46666666666667,Long,0.0,False
21,2017-02-02,2017,2,2,Thursday,5,2017-05,227.62,228.1,226.82,227.77,69657600,206.08,0.000659056240355,205.8192857142857,205.49454545454543,Long,0.4605820449813649,False
22,2017-02-03,2017,2,3,Friday,5,2017-05,228.82,229.55,228.46,229.34,80563200,207.5,0.0068929863735922,205.96714285714285,205.5817391304348,Long,-0.2056978420907285,False
23,2017-02-06,2017,2,6,Monday,6,2017-06,228.87,229.33,228.54,228.93,57790100,207.13,-0.0017876157475497,206.1407142857143,205.64625,Long,0.19689312540658932,False
24,2017-02-07,2017,2,7,Tuesday,6,2017-06,229.38,229.66,228.72,228.94,57931200,207.14,4.368565160617344e-05,206.28285714285715,205.706,short,0.0,False
25,2017-02-08,2017,2,8,Wednesday,6,2017-06,228.94,229.39,228.31,229.24,51566200,207.41,0.0013102176349135,206.49857142857144,205.77153846153848,Long,0.0,False
26,2017-02-09,2017,2,9,Thursday,6,2017-06,229.24,230.95,229.24,230.6,65955200,208.64,0.0059326267249237,206.74785714285716,205.87777777777777,Long,0.17409018061393056,False
27,2017-02-10,2017,2,10,Friday,6,2017-06,231.0,231.77,230.62,231.51,66015900,209.46,0.0039463127693668,207.0942857142857,206.00571428571428,Long,0.24753200813610476,False
28,2017-02-13,2017,2,13,Monday,7,2017-07,232.08,233.07,232.05,232.77,55182100,210.6,0.0054423219718997,207.42857142857144,206.1641379310345,Long,-0.09092567072931956,False
29,2017-02-14,2017,2,14,Tuesday,7,2017-07,232.56,233.71,232.16,233.7,71109000,211.44,0.0039955261352084,207.695,206.34,Long,-0.10771682246677017,False
30,2017-02-15,2017,2,15,Wednesday,7,2017-07,233.45,235.14,233.39,234.92,86785800,212.55,0.0052203627559999,208.05642857142857,206.54032258064515,Long,0.012845134788804558,False
31,2017-02-16,2017,2,16,Thursday,7,2017-07,234.95,235.16,233.85,234.72,84722400,212.37,-0.0008512916042029,208.42857142857144,206.7225,short,0.331101033318177,False
32,2017-02-17,2017,2,17,Friday,7,2017-07,233.95,235.09,233.93,235.09,77204100,212.7,0.0015762097447513,208.9157142857143,206.9036363636364,Long,0.18460956844043608,False
33,2017-02-21,2017,2,21,Tuesday,8,2017-08,235.52,236.69,235.51,236.49,88946100,213.97,0.0059553781731498,209.495,207.1114705882353,Long,-0.20095490947326766,False
34,2017-02-22,2017,2,22,Wednesday,8,2017-08,236.02,236.54,235.83,236.28,62115200,213.78,-0.0008881430408066,210.055,207.302,Long,0.25625589041786156,False
35,2017-02-23,2017,2,23,Thursday,8,2017-08,236.88,236.9,235.56,236.44,74615900,213.92,0.0006772275525974,210.615,207.4858333333333,short,0.42107546515855176,False
36,2017-02-24,2017,2,24,Friday,8,2017-08,235.46,236.79,235.41,236.74,82381600,214.19,0.0012687283115364,211.09285714285716,207.66702702702705,Long,-0.042912436006659505,False
37,2017-02-27,2017,2,27,Monday,9,2017-09,236.64,237.31,236.35,237.11,56515400,214.53,0.0015628320385838,211.6214285714286,207.84763157894736,Long,-0.18844044945002736,False
38,2017-02-28,2017,2,28,Tuesday,9,2017-09,236.67,236.95,236.02,236.47,96961900,213.95,-0.0026990011931625,212.1078571428571,208.00410256410257,short,-0.8163527513067237,False
39,2017-03-01,2017,3,1,Wednesday,9,2017-09,238.39,240.32,238.37,239.78,149158200,216.94,0.0139974605830874,212.78857142857143,208.2275,Long,-0.09224915747927298,False
40,2017-03-02,2017,3,2,Thursday,9,2017-09,239.56,239.57,238.21,238.27,70246000,215.58,-0.0062974095754049,213.2842857142857,208.40682926829268,short,0.04217615409494613,False
41,2017-03-03,2017,3,3,Friday,9,2017-09,238.17,238.61,237.73,238.42,81974300,215.71,0.0006295274269116,213.7307142857143,208.5807142857143,Long,-0.38777649766387867,False
42,2017-03-06,2017,3,6,Monday,10,2017-10,237.5,238.12,237.01,237.71,55391500,215.07,-0.0029779403650801,214.05,208.7316279069767,Long,-0.14739334084603684,False
43,2017-03-07,2017,3,7,Tuesday,10,2017-10,237.36,237.77,236.76,237.0,65103700,214.43,-0.0029866930857668,214.26357142857145,208.86113636363635,short,-0.14319416810474195,False
44,2017-03-08,2017,3,8,Wednesday,10,2017-10,237.34,237.64,236.4,236.56,78168800,214.03,-0.0018567176431442,214.36928571428567,208.976,short,-0.059037034937688304,False
45,2017-03-09,2017,3,9,Thursday,10,2017-10,236.7,237.24,235.74,236.86,90683900,214.3,0.0012681561346303,214.50714285714284,209.0917391304348,Long,0.46748649272007015,False
46,2017-03-10,2017,3,10,Friday,10,2017-10,237.97,238.02,236.59,237.69,81991700,215.05,0.003504159507256,214.675,209.2185106382979,short,0.02952455410705568,False
47,2017-03-13,2017,3,13,Monday,11,2017-11,237.62,237.86,237.24,237.81,57256800,215.16,0.0005049076656138,214.76,209.34229166666668,Long,-0.26558690295348697,False
48,2017-03-14,2017,3,14,Tuesday,11,2017-11,237.18,237.24,236.19,236.9,59880800,214.34,-0.0038265253657563,214.8,209.4442857142857,short,-0.2777888365315704,False
49,2017-03-15,2017,3,15,Wednesday,11,2017-11,237.56,239.44,237.29,238.95,96081800,216.19,0.0086534145616536,214.96214285714288,209.5792,Long,0.06676500129921692,False
50,2017-03-16,2017,3,16,Thursday,11,2017-11,239.11,239.2,238.1,238.48,78344000,215.77,-0.0019669859175128,215.075,209.8188,short,0.30635780773593524,False
51,2017-03-17,2017,3,17,Friday,11,2017-11,237.75,237.97,237.03,237.03,89002100,215.39,-0.0017563017003136,215.13642857142852,210.0266,short,0.0,False
52,2017-03-20,2017,3,20,Monday,12,2017-12,237.03,237.36,236.32,236.77,52537000,215.15,-0.0010967949529012,215.22214285714287,210.23280000000003,short,-0.29501720472381976,False
53,2017-03-21,2017,3,21,Tuesday,12,2017-12,237.47,237.61,233.58,233.73,131809300,212.39,-0.012839328712687,214.89714285714285,210.3692,short,-0.017074468448839752,False
54,2017-03-22,2017,3,22,Wednesday,12,2017-12,233.77,234.61,233.05,234.28,97569200,212.89,0.0023529445573384,214.705,210.5292,Long,0.0,False
55,2017-03-23,2017,3,23,Thursday,12,2017-12,234.28,235.34,233.6,234.03,100410300,212.66,-0.001067094345389,214.48714285714289,210.6846,short,-0.14898726733198941,False
56,2017-03-24,2017,3,24,Friday,12,2017-12,234.38,235.04,232.96,233.86,112504900,212.51,-0.0007262672689379,214.3042857142857,210.8254,short,0.8289971239506144,False
57,2017-03-27,2017,3,27,Monday,13,2017-13,231.93,233.92,231.61,233.62,87454500,212.29,-0.0010262157482902,214.15142857142857,210.972,Long,-0.15049070784645835,False
58,2017-03-28,2017,3,28,Tuesday,13,2017-13,233.27,235.81,233.14,235.32,93483900,213.83,0.007276567348571,214.1371428571429,211.14,Long,-0.14065514737842477,False
59,2017-03-29,2017,3,29,Wednesday,13,2017-13,234.99,235.81,234.73,235.54,61950400,214.03,0.0009350756109673,214.1178571428572,211.3266,Long,-0.02976627164622414,False
60,2017-03-30,2017,3,30,Thursday,13,2017-13,235.47,236.52,235.27,236.29,56737900,214.72,0.0031840862842256,214.0942857142857,211.518,Long,-0.1652651375107581,False
61,2017-03-31,2017,3,31,Friday,13,2017-13,235.9,236.51,235.68,235.74,73733100,214.22,-0.0023276659161955,214.02714285714288,211.7146,short,-0.02543618838571149,False
62,2017-04-03,2017,4,3,Monday,14,2017-14,235.8,236.03,233.91,235.33,85546500,213.84,-0.0017391734210765,213.99142857142857,211.8884,short,0.14033956925648283,False
63,2017-04-04,2017,4,4,Tuesday,14,2017-14,235.0,235.58,234.56,235.48,56466200,213.98,0.0006374141180269,213.83357142857145,212.0758,Long,0.3315004098635086,False
64,2017-04-05,2017,4,5,Wednesday,14,2017-14,236.26,237.39,234.54,234.78,108800600,213.34,-0.0029726092943421,213.66,212.2242,short,-0.0683821395396933,False
65,2017-04-06,2017,4,6,Thursday,14,2017-14,234.94,236.04,234.43,235.44,69135800,213.94,0.0028110347795016,213.55642857142857,212.3488,Long,-0.12359518425945737,False
66,2017-04-07,2017,4,7,Friday,14,2017-14,235.15,236.0,234.64,235.2,74412300,213.73,-0.0010192577740782,213.455,212.4736,Long,0.06817595021961154,False
67,2017-04-10,2017,4,10,Monday,15,2017-15,235.36,236.26,234.73,235.34,67615300,213.85,0.000595072528168,213.5592857142857,212.6074,short,0.1878510090256782,False
68,2017-04-11,2017,4,11,Tuesday,15,2017-15,234.9,235.18,233.34,235.06,88045300,213.6,-0.0011895086068663,213.61,212.7618,Long,-0.13678165408941823,False
69,2017-04-12,2017,4,12,Wednesday,15,2017-15,234.74,234.96,233.77,234.03,81864400,212.66,-0.0043820847585003,213.61,212.8978,short,0.16748749327986445,False
70,2017-04-13,2017,4,13,Thursday,15,2017-15,233.64,234.49,232.51,232.51,92880400,211.28,-0.0064947178801089,213.52214285714285,213.00460000000004,short,-0.25869000803375286,False
71,2017-04-17,2017,4,17,Monday,16,2017-16,233.11,234.57,232.88,234.57,68405400,213.15,0.0088597834210968,213.58357142857145,213.146,Long,-0.36325909609595897,False
72,2017-04-18,2017,4,18,Tuesday,16,2017-16,233.72,234.49,233.08,233.87,83225800,212.52,-0.0029842844009861,213.49,213.2464,Long,0.2776082004366742,False
73,2017-04-19,2017,4,19,Wednesday,16,2017-16,234.52,234.95,233.18,233.44,68699900,212.13,-0.0018385222319312,213.3542857142857,213.3464,short,-0.30371273751639194,False
74,2017-04-20,2017,4,20,Thursday,16,2017-16,234.15,235.85,233.78,235.34,92572200,213.85,0.0081389687901294,213.29214285714284,213.4806,Long,-0.03818798053116268,False
75,2017-04-21,2017,4,21,Friday,16,2017-16,235.25,235.31,234.13,234.59,110389800,213.17,-0.0031868641603433,213.21714285714285,213.59580000000005,short,-1.0900226301488658,False
76,2017-04-24,2017,4,24,Monday,17,2017-17,237.18,237.41,234.56,237.17,119209900,215.52,0.0109980646893528,213.33714285714285,213.7334,short,-0.3070890058144755,False
77,2017-04-25,2017,4,25,Tuesday,17,2017-17,237.91,238.95,237.81,238.55,76698300,216.77,0.0058186008595007,213.53642857142856,213.8796,Long,-0.01650337897524423,False
78,2017-04-26,2017,4,26,Wednesday,17,2017-17,238.51,239.53,238.35,238.4,84702500,216.63,-0.000628739741448,213.77142857142857,214.0002,short,-0.15249002598437755,False
79,2017-04-27,2017,4,27,Thursday,17,2017-17,238.77,238.95,237.98,238.6,57410300,216.81,0.0008388235930527,213.97642857142856,214.1076,short,-0.12338179107398162,False
80,2017-04-28,2017,4,28,Friday,17,2017-17,238.9,238.93,237.93,238.08,63532800,216.34,-0.0021792260534796,214.16285714285715,214.1834,short,-0.24668087271871286,False
81,2017-05-01,2017,5,1,Monday,18,2017-18,238.68,239.17,238.2,238.68,66882500,216.89,0.002520064594905,214.38,214.2738,No Change,-0.06557224605244016,False
82,2017-05-02,2017,5,2,Tuesday,18,2017-18,238.84,238.98,238.3,238.77,57375700,216.97,0.0003771650052224,214.62071428571429,214.3592,short,0.0,False
83,2017-05-03,2017,5,3,Wednesday,18,2017-18,238.77,238.88,237.7,238.48,73137700,216.71,-0.0012146871656613,214.91,214.414,short,-0.14334919950198355,False
84,2017-05-04,2017,5,4,Thursday,18,2017-18,238.83,238.92,237.78,238.76,61462700,216.96,0.0011740577595014,215.31571428571428,214.4776,short,-0.1755919603878482,False
85,2017-05-05,2017,5,5,Friday,18,2017-18,239.19,239.72,238.68,239.7,62001300,217.81,0.0039370685127988,215.64857142857144,214.5554,Long,0.020337600519155785,False
86,2017-05-08,2017,5,8,Monday,19,2017-19,239.75,239.92,239.17,239.66,48385700,217.78,-0.0001669389319453,216.02428571428567,214.6272,short,-0.12191881291386153,False
87,2017-05-09,2017,5,9,Tuesday,19,2017-19,239.96,240.19,239.04,239.44,51363200,217.58,-0.0009176518035147,216.41357142857143,214.6882,short,0.020342720179712614,False
88,2017-05-10,2017,5,10,Wednesday,19,2017-19,239.39,239.87,239.15,239.87,54293800,217.97,0.0017956125311648,216.7078571428572,214.7686,Long,-0.21118503175155467,False
89,2017-05-11,2017,5,11,Thursday,19,2017-19,239.35,239.57,238.13,239.38,62358300,217.52,-0.0020428000242215,217.01857142857145,214.7802,Long,-0.11776150754370462,False
90,2017-05-12,2017,5,12,Friday,19,2017-19,239.09,239.43,238.67,238.98,53912700,217.16,-0.0016709896388962,217.1357142857143,214.8118,short,-0.19866059719419127,False
91,2017-05-15,2017,5,15,Monday,20,2017-20,239.47,240.44,239.45,240.3,61918900,218.36,0.0055235446977448,217.2492857142857,214.8648,Long,0.1370889214666846,False
92,2017-05-16,2017,5,16,Tuesday,20,2017-20,240.64,240.67,239.63,240.08,51241800,218.16,-0.0009155570842015,217.35857142857145,214.92660000000004,short,0.0,False
93,2017-05-17,2017,5,17,Wednesday,20,2017-20,240.08,240.08,235.75,235.82,172174100,214.29,-0.0177441758104024,217.17857142857144,214.9238,short,0.037044088645245665,False
94,2017-05-18,2017,5,18,Thursday,20,2017-20,235.73,237.75,235.43,236.77,107047700,215.15,0.004028520572727,217.09357142857144,214.9462,Long,0.22957172273235926,False
95,2017-05-19,2017,5,19,Friday,20,2017-20,237.33,239.08,237.27,238.31,115011400,216.55,0.0065041667517717,217.0692857142857,214.9912,Long,0.24087556726894377,False
96,2017-05-22,2017,5,22,Monday,21,2017-21,238.9,239.71,238.82,239.52,61010600,217.65,0.0050776844428603,217.1178571428572,215.0432,Long,0.17509895779436135,False
97,2017-05-23,2017,5,23,Tuesday,21,2017-21,239.95,240.24,239.51,240.05,48341700,218.13,0.0022127088935446,217.2192857142857,215.1026,Long,0.10990005598779362,False
98,2017-05-24,2017,5,24,Wednesday,21,2017-21,240.32,240.73,239.93,240.61,46927700,218.64,0.0023327578152774,217.3392857142857,215.1886,Long,0.23986252624028737,False
99,2017-05-25,2017,5,25,Thursday,21,2017-21,241.2,242.08,240.96,241.76,64071700,219.69,0.0047795800284098,217.47357142857143,215.2586,Long,-0.08923308935332841,False
100,2017-05-26,2017,5,26,Friday,21,2017-21,241.54,241.9,241.45,241.71,46629900,219.64,-0.0002067740196813,217.60642857142852,215.336,Long,-0.14996828184204958,False
101,2017-05-30,2017,5,30,Tuesday,22,2017-22,241.34,241.79,241.16,241.5,35201900,219.45,-0.0008690890050653,217.74,215.4172,Long,0.13771738959788138,False
102,2017-05-31,2017,5,31,Wednesday,22,2017-22,241.84,241.88,240.64,241.44,91796000,219.4,-0.0002482291423376,217.84214285714285,215.5022,short,-0.21456177060336756,False
103,2017-06-01,2017,6,1,Thursday,22,2017-22,241.97,243.38,241.64,243.36,68962000,221.14,0.0079523988331584,218.10071428571428,215.6772,Long,0.024098374592711025,False
104,2017-06-02,2017,6,2,Friday,22,2017-22,243.42,244.35,243.08,244.17,88666100,221.88,0.0033281709446413,218.43785714285715,215.857,Long,-0.08008117764070732,False
105,2017-06-05,2017,6,5,Monday,23,2017-23,243.97,244.3,243.76,243.99,44698800,221.71,-0.0007370255952201,218.67714285714283,216.03800000000004,Long,-0.2602424933573815,False
106,2017-06-06,2017,6,6,Tuesday,23,2017-23,243.34,243.98,243.12,243.21,50375400,221.0,-0.0031971426058429,218.88,216.2078,short,-0.15597883826005443,False
107,2017-06-07,2017,6,7,Wednesday,23,2017-23,243.6,243.92,242.83,243.66,54144300,221.41,0.0018504931092571,219.38857142857145,216.3902,Long,0.04391278155411271,False
108,2017-06-08,2017,6,8,Thursday,23,2017-23,243.77,244.33,243.17,243.78,65950700,221.52,0.0004924017482776,219.84357142857144,216.544,Long,0.1237491260908854,False
109,2017-06-09,2017,6,9,Friday,23,2017-23,244.09,245.01,241.95,243.41,132256400,221.19,-0.0015176005710013,220.175,216.6872,short,0.11221474204702986,False
110,2017-06-12,2017,6,12,Monday,24,2017-24,243.13,243.42,242.38,243.36,86108100,221.14,-0.0002053723531145,220.42428571428573,216.8156,Long,0.24852655126200318,False
111,2017-06-13,2017,6,13,Tuesday,24,2017-24,243.98,244.61,243.58,244.55,60067000,222.22,0.0048896526479464,220.71642857142857,216.9756,Long,0.12397364133491351,False
112,2017-06-14,2017,6,14,Wednesday,24,2017-24,244.86,244.87,243.29,244.24,78602300,221.94,-0.0012674829946546,220.9521428571429,217.1376,short,0.6294715711508445,False
113,2017-06-15,2017,6,15,Thursday,24,2017-24,242.68,243.91,242.36,243.77,66464900,221.51,-0.0019242972695178,221.08214285714288,217.2882,Long,-0.4042853986415338,False
114,2017-06-16,2017,6,16,Friday,24,2017-24,242.77,242.83,241.63,242.64,84553100,221.56,0.0002182948738729,221.2192857142857,217.4526,short,-0.3827782253655698,False
115,2017-06-19,2017,6,19,Monday,25,2017-25,243.59,244.73,243.48,244.66,65123800,223.41,0.0083252813488492,221.50214285714284,217.642,Long,-0.16383508166910588,False
116,2017-06-20,2017,6,20,Tuesday,25,2017-25,244.25,244.26,242.99,243.01,56906400,221.9,-0.0067440901871203,221.68071428571423,217.8054,short,-0.18040248424600236,False
117,2017-06-21,2017,6,21,Wednesday,25,2017-25,243.46,243.59,242.41,242.95,55977600,221.84,-0.0002469335474386,221.7307142857143,217.9652,short,-0.004009769115782547,False
118,2017-06-22,2017,6,22,Thursday,25,2017-25,242.96,243.53,242.64,242.84,44148100,221.74,-0.0004527889301325,221.72071428571425,218.128,short,-0.028073005832396802,False
119,2017-06-23,2017,6,23,Friday,25,2017-25,242.91,243.51,242.47,243.13,66986800,222.01,0.001194313318011,221.74214285714285,218.315,Long,0.30843473080132355,False
120,2017-06-26,2017,6,26,Monday,26,2017-26,243.9,244.38,243.05,243.29,56700500,222.15,0.0006578894916104,221.8242857142857,218.5324,short,0.10049549703009575,False
121,2017-06-27,2017,6,27,Tuesday,26,2017-26,243.04,243.38,241.31,241.33,82247700,220.36,-0.0080561830351377,221.7492857142857,218.6766,short,-0.471851099097222,False
122,2017-06-28,2017,6,28,Wednesday,26,2017-26,242.5,243.72,242.23,243.49,70042600,222.34,0.0089504541562128,221.80785714285716,218.873,Long,0.06795136947890512,False
123,2017-06-29,2017,6,29,Thursday,26,2017-26,243.66,243.72,239.96,241.35,106949700,220.38,-0.0087889052698705,221.75,219.038,short,-0.37385131785116243,False
124,2017-06-30,2017,6,30,Friday,26,2017-26,242.28,242.71,241.58,241.8,86820700,220.79,0.0018644282080897,221.725,219.1768,short,-0.43141503042541274,False
125,2017-07-03,2017,7,3,Monday,27,2017-27,242.88,243.38,242.21,242.21,39153800,221.17,0.0016956506174652,221.65000000000003,219.3368,short,-0.16719858781273444,False
126,2017-07-05,2017,7,5,Wednesday,27,2017-27,242.63,243.01,241.7,242.77,54427600,221.68,0.0023120497170718,221.6314285714286,219.46,Long,-0.3495127620266629,False
127,2017-07-06,2017,7,6,Thursday,27,2017-27,241.89,242.03,240.34,240.55,65400800,219.65,-0.0091444733311719,221.49857142857144,219.5176,short,-0.26287356040367627,False
128,2017-07-07,2017,7,7,Friday,27,2017-27,241.21,242.28,240.56,242.11,57972300,221.08,0.0064852357657181,221.4642857142857,219.6066,Long,0.0,False
129,2017-07-10,2017,7,10,Monday,28,2017-28,242.11,242.8,241.76,242.37,36663300,221.31,0.0010738160536121,221.3142857142857,219.6966,Long,0.0,False
130,2017-07-11,2017,7,11,Tuesday,28,2017-28,242.37,242.55,240.85,242.19,50354600,221.15,-0.0007426879332447,221.2607142857143,219.7928,short,-0.43710845072278914,False
131,2017-07-12,2017,7,12,Wednesday,28,2017-28,243.3,244.2,243.3,244.01,59610400,222.81,0.0075148511715861,221.33,219.91120000000004,Long,0.003908542209387633,False
132,2017-07-13,2017,7,13,Thursday,28,2017-28,244.02,244.55,243.76,244.42,39471600,223.19,0.0016802244262104,221.43357142857144,220.0356,Long,0.0,False
133,2017-07-14,2017,7,14,Friday,28,2017-28,244.42,245.97,244.31,245.56,60262700,224.23,0.0046641253413011,221.59214285714285,220.186,Long,-0.0349562723138348,False
134,2017-07-17,2017,7,17,Monday,29,2017-29,245.47,245.91,245.33,245.53,33531900,224.2,-0.0001222867250104,221.73857142857145,220.3308,Long,-0.18250481260456297,False
135,2017-07-18,2017,7,18,Tuesday,29,2017-29,245.06,245.72,244.67,245.66,42742500,224.32,0.0005295655976329,222.02142857142857,220.461,Long,0.13944949494003822,False
136,2017-07-19,2017,7,19,Wednesday,29,2017-29,246.02,247.0,246.01,246.99,51034300,225.53,0.0054139336244527,222.2492857142857,220.616,Long,0.11189314655217686,False
137,2017-07-20,2017,7,20,Thursday,29,2017-29,247.28,247.42,246.47,247.1,47135200,225.63,0.0004453150783469,222.6242857142857,220.777,short,0.25552136358879807,False
138,2017-07-21,2017,7,21,Friday,29,2017-29,246.44,246.91,246.18,246.88,82340800,225.43,-0.0008901660958098,222.9557142857143,220.9262,Long,-0.0348748723760508,False
139,2017-07-24,2017,7,24,Monday,30,2017-30,246.79,246.98,246.28,246.82,46622300,225.38,-0.0002431303986438,223.25642857142856,221.0834,Long,0.33320827540400444,False
140,2017-07-25,2017,7,25,Tuesday,30,2017-30,247.68,247.8,247.16,247.42,54915600,225.93,0.0024308797076417,223.56,221.2588,short,-0.12782286375134788,False
141,2017-07-26,2017,7,26,Wednesday,30,2017-30,247.75,247.79,247.13,247.43,47575400,225.93,4.0320734218335375e-05,224.00857142857143,221.4102,short,-0.20484418873961374,False
142,2017-07-27,2017,7,27,Thursday,30,2017-30,247.96,248.0,245.68,247.2,70766600,225.73,-0.0009292980456713,224.34071428571428,221.5616,short,0.21324639750707775,False
143,2017-07-28,2017,7,28,Friday,30,2017-30,246.65,247.06,246.13,246.91,50088400,225.46,-0.0011732485010763,224.6371428571429,221.785,Long,0.17856100937275698,False
144,2017-07-31,2017,7,31,Monday,31,2017-31,247.37,247.48,246.53,246.77,65838700,225.33,-0.0005670097894802,224.93571428571428,221.9886,short,-0.2677441014014761,False
145,2017-08-01,2017,8,1,Tuesday,31,2017-31,247.46,247.5,246.72,247.32,55050400,225.83,0.0022286280823933,225.15142857142857,222.1742,short,-0.058040598599433224,False
146,2017-08-02,2017,8,2,Wednesday,31,2017-31,247.47,247.6,246.37,247.44,47211200,225.94,0.0004853958286767,225.34785714285712,222.34,short,0.05030388607899283,False
147,2017-08-03,2017,8,3,Thursday,31,2017-31,247.31,247.34,246.64,246.96,40856000,225.51,-0.0019397634005957,225.4392857142857,222.4876,short,-0.21662362637289334,False
148,2017-08-04,2017,8,4,Friday,31,2017-31,247.52,247.79,246.97,247.41,60191800,225.92,0.0018220075807477,225.56214285714287,222.6332,short,-0.030879960961797792,False
149,2017-08-07,2017,8,7,Monday,32,2017-32,247.49,247.87,247.37,247.87,31995000,226.34,0.0018593539776625,225.70642857142855,222.76620000000003,Long,-0.13870194108611145,False
150,2017-08-08,2017,8,8,Tuesday,32,2017-32,247.51,248.91,246.83,247.26,61719400,225.78,-0.0024610992806748,225.7242857142857,222.889,short,0.30565803338917874,False
151,2017-08-09,2017,8,9,Wednesday,32,2017-32,246.47,247.31,246.06,247.25,62632600,225.77,-4.041440853408407e-05,225.73428571428573,223.0154,Long,-0.3714475694532382,False
152,2017-08-10,2017,8,10,Thursday,32,2017-32,246.29,246.44,243.7,243.76,120479500,222.58,-0.014115133678762,225.53071428571428,223.079,short,-0.10153622008854768,False
153,2017-08-11,2017,8,11,Friday,32,2017-32,244.02,244.8,243.75,244.12,74869900,222.91,0.0014766999358892,225.3542857142857,223.1144,Long,0.5732235949991633,False
154,2017-08-14,2017,8,14,Monday,33,2017-33,245.59,246.79,245.55,246.54,73291900,225.12,0.0099130681328516,225.29642857142855,223.1792,Long,0.17091598715659018,False
155,2017-08-15,2017,8,15,Tuesday,33,2017-33,246.98,247.0,246.16,246.51,55242700,225.09,-0.0001215973169965,225.23642857142855,223.2468,short,-0.23294464284181515,False
156,2017-08-16,2017,8,16,Wednesday,33,2017-33,247.11,247.57,246.45,246.94,56715500,225.49,0.0017445303871297,225.2192857142857,223.3366,short,0.27206674203252135,False
