Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-05-01,2017,5,1,Monday,18,2017-18,238.68,239.17,238.2,238.68,66882500,216.89,0.002520064594905058,214.38000000000002,214.27379999999997
2017-05-02,2017,5,2,Tuesday,18,2017-18,238.84,238.98,238.3,238.77,57375700,216.97,0.0003771650052224462,214.62071428571429,214.35920000000002
2017-05-03,2017,5,3,Wednesday,18,2017-18,238.77,238.88,237.7,238.48,73137700,216.71,-0.00121468716566131,214.91,214.41400000000002
2017-05-04,2017,5,4,Thursday,18,2017-18,238.83,238.92,237.78,238.76,61462700,216.96,0.0011740577595014123,215.31571428571428,214.47760000000002
2017-05-05,2017,5,5,Friday,18,2017-18,239.19,239.72,238.68,239.7,62001300,217.81,0.003937068512798847,215.64857142857142,214.55540000000002
2017-05-08,2017,5,8,Monday,19,2017-19,239.75,239.92,239.17,239.66,48385700,217.78,-0.00016693893194530407,216.02428571428572,214.6272
2017-05-09,2017,5,9,Tuesday,19,2017-19,239.96,240.19,239.04,239.44,51363200,217.58,-0.000917651803514774,216.41357142857143,214.68820000000002
2017-05-10,2017,5,10,Wednesday,19,2017-19,239.39,239.87,239.15,239.87,54293800,217.97,0.0017956125311648918,216.70785714285716,214.7686
2017-05-11,2017,5,11,Thursday,19,2017-19,239.35,239.57,238.13,239.38,62358300,217.52,-0.002042800024221525,217.01857142857145,214.7802
2017-05-12,2017,5,12,Friday,19,2017-19,239.09,239.43,238.67,238.98,53912700,217.16,-0.0016709896388962253,217.1357142857143,214.8118
2017-05-15,2017,5,15,Monday,20,2017-20,239.47,240.44,239.45,240.3,61918900,218.36,0.005523544697744853,217.24928571428572,214.8648
2017-05-16,2017,5,16,Tuesday,20,2017-20,240.64,240.67,239.63,240.08,51241800,218.16,-0.0009155570842015459,217.35857142857142,214.92660000000004
2017-05-17,2017,5,17,Wednesday,20,2017-20,240.08,240.08,235.75,235.82,172174100,214.29,-0.01774417581040244,217.17857142857142,214.9238
2017-05-18,2017,5,18,Thursday,20,2017-20,235.73,237.75,235.43,236.77,107047700,215.15,0.004028520572727068,217.09357142857144,214.94619999999998
2017-05-19,2017,5,19,Friday,20,2017-20,237.33,239.08,237.27,238.31,115011400,216.55,0.006504166751771789,217.06928571428574,214.99120000000002
2017-05-22,2017,5,22,Monday,21,2017-21,238.9,239.71,238.82,239.52,61010600,217.65,0.005077684442860386,217.11785714285716,215.04319999999998
2017-05-23,2017,5,23,Tuesday,21,2017-21,239.95,240.24,239.51,240.05,48341700,218.13,0.002212708893544635,217.21928571428572,215.1026
2017-05-24,2017,5,24,Wednesday,21,2017-21,240.32,240.73,239.93,240.61,46927700,218.64,0.0023327578152774198,217.33928571428572,215.1886
2017-05-25,2017,5,25,Thursday,21,2017-21,241.2,242.08,240.96,241.76,64071700,219.69,0.0047795800284098355,217.47357142857143,215.2586
2017-05-26,2017,5,26,Friday,21,2017-21,241.54,241.9,241.45,241.71,46629900,219.64,-0.0002067740196813883,217.60642857142855,215.336
2017-05-30,2017,5,30,Tuesday,22,2017-22,241.34,241.79,241.16,241.5,35201900,219.45,-0.0008690890050653266,217.74,215.41719999999998
2017-05-31,2017,5,31,Wednesday,22,2017-22,241.84,241.88,240.64,241.44,91796000,219.4,-0.0002482291423376859,217.84214285714285,215.5022
2017-06-01,2017,6,1,Thursday,22,2017-22,241.97,243.38,241.64,243.36,68962000,221.14,0.007952398833158458,218.10071428571428,215.6772
2017-06-02,2017,6,2,Friday,22,2017-22,243.42,244.35,243.08,244.17,88666100,221.88,0.003328170944641329,218.43785714285715,215.857
2017-06-05,2017,6,5,Monday,23,2017-23,243.97,244.3,243.76,243.99,44698800,221.71,-0.0007370255952201532,218.67714285714285,216.03800000000004
2017-06-06,2017,6,6,Tuesday,23,2017-23,243.34,243.98,243.12,243.21,50375400,221.0,-0.0031971426058429175,218.88000000000002,216.20780000000002
2017-06-07,2017,6,7,Wednesday,23,2017-23,243.6,243.92,242.83,243.66,54144300,221.41,0.001850493109257112,219.38857142857142,216.3902
2017-06-08,2017,6,8,Thursday,23,2017-23,243.77,244.33,243.17,243.78,65950700,221.52,0.0004924017482776932,219.84357142857144,216.54399999999998
2017-06-09,2017,6,9,Friday,23,2017-23,244.09,245.01,241.95,243.41,132256400,221.19,-0.0015176005710013651,220.175,216.68719999999996
2017-06-12,2017,6,12,Monday,24,2017-24,243.13,243.42,242.38,243.36,86108100,221.14,-0.00020537235311457458,220.42428571428573,216.81560000000002
2017-06-13,2017,6,13,Tuesday,24,2017-24,243.98,244.61,243.58,244.55,60067000,222.22,0.004889652647946496,220.71642857142857,216.97560000000001
2017-06-14,2017,6,14,Wednesday,24,2017-24,244.86,244.87,243.29,244.24,78602300,221.94,-0.0012674829946546229,220.95214285714286,217.13760000000002
2017-06-15,2017,6,15,Thursday,24,2017-24,242.68,243.91,242.36,243.77,66464900,221.51,-0.0019242972695178162,221.08214285714286,217.2882
2017-06-16,2017,6,16,Friday,24,2017-24,242.77,242.83,241.63,242.64,84553100,221.56,0.00021829487387292623,221.21928571428572,217.45260000000002
2017-06-19,2017,6,19,Monday,25,2017-25,243.59,244.73,243.48,244.66,65123800,223.41,0.008325281348849245,221.50214285714284,217.642
2017-06-20,2017,6,20,Tuesday,25,2017-25,244.25,244.26,242.99,243.01,56906400,221.9,-0.0067440901871203,221.68071428571426,217.80540000000002
2017-06-21,2017,6,21,Wednesday,25,2017-25,243.46,243.59,242.41,242.95,55977600,221.84,-0.0002469335474386547,221.7307142857143,217.9652
2017-06-22,2017,6,22,Thursday,25,2017-25,242.96,243.53,242.64,242.84,44148100,221.74,-0.00045278893013256383,221.72071428571425,218.128
2017-06-23,2017,6,23,Friday,25,2017-25,242.91,243.51,242.47,243.13,66986800,222.01,0.0011943133180110088,221.74214285714285,218.315
2017-06-26,2017,6,26,Monday,26,2017-26,243.9,244.38,243.05,243.29,56700500,222.15,0.0006578894916104971,221.8242857142857,218.53239999999997
2017-06-27,2017,6,27,Tuesday,26,2017-26,243.04,243.38,241.31,241.33,82247700,220.36,-0.008056183035137776,221.7492857142857,218.6766
2017-06-28,2017,6,28,Wednesday,26,2017-26,242.5,243.72,242.23,243.49,70042600,222.34,0.008950454156212873,221.80785714285713,218.873
2017-06-29,2017,6,29,Thursday,26,2017-26,243.66,243.72,239.96,241.35,106949700,220.38,-0.008788905269870528,221.75,219.03799999999998
2017-06-30,2017,6,30,Friday,26,2017-26,242.28,242.71,241.58,241.8,86820700,220.79,0.0018644282080897412,221.725,219.17680000000001
2017-07-03,2017,7,3,Monday,27,2017-27,242.88,243.38,242.21,242.21,39153800,221.17,0.0016956506174652386,221.65000000000003,219.3368
2017-07-05,2017,7,5,Wednesday,27,2017-27,242.63,243.01,241.7,242.77,54427600,221.68,0.0023120497170718846,221.6314285714286,219.46
2017-07-06,2017,7,6,Thursday,27,2017-27,241.89,242.03,240.34,240.55,65400800,219.65,-0.009144473331171965,221.49857142857144,219.51760000000002
2017-07-07,2017,7,7,Friday,27,2017-27,241.21,242.28,240.56,242.11,57972300,221.08,0.006485235765718134,221.46428571428572,219.6066
2017-07-10,2017,7,10,Monday,28,2017-28,242.11,242.8,241.76,242.37,36663300,221.31,0.00107381605361212,221.31428571428572,219.6966
2017-07-11,2017,7,11,Tuesday,28,2017-28,242.37,242.55,240.85,242.19,50354600,221.15,-0.0007426879332447234,221.2607142857143,219.7928
2017-07-12,2017,7,12,Wednesday,28,2017-28,243.3,244.2,243.3,244.01,59610400,222.81,0.007514851171586123,221.32999999999998,219.91120000000004
2017-07-13,2017,7,13,Thursday,28,2017-28,244.02,244.55,243.76,244.42,39471600,223.19,0.0016802244262104082,221.43357142857144,220.0356
2017-07-14,2017,7,14,Friday,28,2017-28,244.42,245.97,244.31,245.56,60262700,224.23,0.0046641253413011174,221.59214285714285,220.18599999999998
2017-07-17,2017,7,17,Monday,29,2017-29,245.47,245.91,245.33,245.53,33531900,224.2,-0.00012228672501046756,221.73857142857142,220.33079999999998
2017-07-18,2017,7,18,Tuesday,29,2017-29,245.06,245.72,244.67,245.66,42742500,224.32,0.0005295655976329527,222.02142857142857,220.46099999999998
2017-07-19,2017,7,19,Wednesday,29,2017-29,246.02,247.0,246.01,246.99,51034300,225.53,0.005413933624452749,222.2492857142857,220.616
2017-07-20,2017,7,20,Thursday,29,2017-29,247.28,247.42,246.47,247.1,47135200,225.63,0.00044531507834699724,222.6242857142857,220.77699999999996
2017-07-21,2017,7,21,Friday,29,2017-29,246.44,246.91,246.18,246.88,82340800,225.43,-0.0008901660958098301,222.9557142857143,220.9262
2017-07-24,2017,7,24,Monday,30,2017-30,246.79,246.98,246.28,246.82,46622300,225.38,-0.00024313039864387598,223.25642857142856,221.0834
2017-07-25,2017,7,25,Tuesday,30,2017-30,247.68,247.8,247.16,247.42,54915600,225.93,0.0024308797076417754,223.56,221.25879999999998
2017-07-26,2017,7,26,Wednesday,30,2017-30,247.75,247.79,247.13,247.43,47575400,225.93,4.0320734218335375e-05,224.00857142857143,221.4102
2017-07-27,2017,7,27,Thursday,30,2017-30,247.96,248.0,245.68,247.2,70766600,225.73,-0.0009292980456713229,224.34071428571428,221.5616
2017-07-28,2017,7,28,Friday,30,2017-30,246.65,247.06,246.13,246.91,50088400,225.46,-0.0011732485010763627,224.63714285714286,221.785
2017-07-31,2017,7,31,Monday,31,2017-31,247.37,247.48,246.53,246.77,65838700,225.33,-0.0005670097894802106,224.93571428571428,221.98860000000002
2017-08-01,2017,8,1,Tuesday,31,2017-31,247.46,247.5,246.72,247.32,55050400,225.83,0.0022286280823933247,225.15142857142857,222.17419999999998
2017-08-02,2017,8,2,Wednesday,31,2017-31,247.47,247.6,246.37,247.44,47211200,225.94,0.00048539582867679343,225.34785714285712,222.34
2017-08-03,2017,8,3,Thursday,31,2017-31,247.31,247.34,246.64,246.96,40856000,225.51,-0.001939763400595762,225.43928571428572,222.48760000000001
2017-08-04,2017,8,4,Friday,31,2017-31,247.52,247.79,246.97,247.41,60191800,225.92,0.0018220075807477976,225.56214285714287,222.6332
2017-08-07,2017,8,7,Monday,32,2017-32,247.49,247.87,247.37,247.87,31995000,226.34,0.00185935397766257,225.70642857142857,222.76620000000003
2017-08-08,2017,8,8,Tuesday,32,2017-32,247.51,248.91,246.83,247.26,61719400,225.78,-0.002461099280674839,225.7242857142857,222.88899999999998
2017-08-09,2017,8,9,Wednesday,32,2017-32,246.47,247.31,246.06,247.25,62632600,225.77,-4.041440853408407e-05,225.73428571428573,223.0154
2017-08-10,2017,8,10,Thursday,32,2017-32,246.29,246.44,243.7,243.76,120479500,222.58,-0.014115133678762048,225.53071428571428,223.079
2017-08-11,2017,8,11,Friday,32,2017-32,244.02,244.8,243.75,244.12,74869900,222.91,0.0014766999358892807,225.3542857142857,223.1144
2017-08-14,2017,8,14,Monday,33,2017-33,245.59,246.79,245.55,246.54,73291900,225.12,0.009913068132851643,225.29642857142858,223.1792
2017-08-15,2017,8,15,Tuesday,33,2017-33,246.98,247.0,246.16,246.51,55242700,225.09,-0.00012159731699656895,225.23642857142858,223.2468
2017-08-16,2017,8,16,Wednesday,33,2017-33,247.11,247.57,246.45,246.94,56715500,225.49,0.001744530387129739,225.21928571428572,223.3366
2017-08-17,2017,8,17,Thursday,33,2017-33,246.24,246.6,243.09,243.09,128490400,221.97,-0.015591008418442076,224.97,223.34779999999998
2017-08-18,2017,8,18,Friday,33,2017-33,242.9,244.19,242.2,242.71,136748000,221.63,-0.0015630543393386764,224.7057142857143,223.35
2017-08-21,2017,8,21,Monday,34,2017-34,242.64,243.2,241.83,242.9,65469700,221.8,0.0007826129523511582,224.41785714285717,223.3622
2017-08-22,2017,8,22,Tuesday,34,2017-34,243.57,245.62,243.55,245.44,63140100,224.12,0.01045715581432538,224.28785714285715,223.42179999999996
2017-08-23,2017,8,23,Wednesday,34,2017-34,244.33,245.05,244.16,244.56,50203800,223.31,-0.003585494918875165,224.13071428571428,223.4436
2017-08-24,2017,8,24,Thursday,34,2017-34,245.0,245.18,243.75,243.99,50741700,222.79,-0.0023306253283196243,223.90714285714284,223.46059999999997
2017-08-25,2017,8,25,Friday,34,2017-34,244.9,245.61,244.39,244.56,64445900,223.31,0.0023360698318384276,223.69071428571428,223.49660000000003
2017-08-28,2017,8,28,Monday,35,2017-35,245.17,245.2,244.09,244.57,40565600,223.32,4.106557865424243e-05,223.51500000000001,223.5318
2017-08-29,2017,8,29,Tuesday,35,2017-35,243.06,245.15,242.93,244.85,51135700,223.58,0.0011448011916590506,223.35857142857142,223.5352
2017-08-30,2017,8,30,Wednesday,35,2017-35,244.83,246.32,244.62,246.01,62030800,224.64,0.004737558491788807,223.50571428571428,223.59
2017-08-31,2017,8,31,Thursday,35,2017-35,246.72,247.77,246.05,247.49,103803900,225.99,0.006015935034476838,223.7257142857143,223.673
2017-09-01,2017,9,1,Friday,35,2017-35,247.92,248.33,247.67,247.84,62007000,226.31,0.0014142025366250532,223.81071428571428,223.7644
2017-09-05,2017,9,5,Tuesday,36,2017-36,247.26,247.52,244.95,246.06,91398800,224.68,-0.007181986448761557,223.78142857142856,223.81779999999998
2017-09-06,2017,9,6,Wednesday,36,2017-36,246.84,247.28,246.23,246.9,57916900,225.45,0.0034136750603213084,223.77857142857144,223.8838
2017-09-07,2017,9,7,Thursday,36,2017-36,247.25,247.27,246.4,246.87,58034700,225.42,-0.00012142001314507933,224.025,223.985
2017-09-08,2017,9,8,Friday,36,2017-36,246.54,247.11,246.3,246.58,63832800,225.16,-0.001174681597591376,224.27714285714288,224.04139999999998
2017-09-11,2017,9,11,Monday,37,2017-37,248.04,249.3,248.02,249.21,71364800,227.56,0.010665822897529598,224.6885714285714,224.185
2017-09-12,2017,9,12,Tuesday,37,2017-37,249.63,250.09,249.42,250.05,56896000,228.33,0.003370794955086076,224.9892857142857,224.33579999999998
2017-09-13,2017,9,13,Wednesday,37,2017-37,249.72,250.21,249.59,250.17,59228000,228.44,0.00047989576885765217,225.3557142857143,224.4812
2017-09-14,2017,9,14,Thursday,37,2017-37,249.8,250.32,249.6,250.09,95446300,228.36,-0.00031975478742118923,225.75357142857143,224.6148
2017-09-15,2017,9,15,Friday,37,2017-37,248.69,249.29,248.57,249.19,95432400,228.67,0.0013461124704832184,226.13642857142855,224.7952
2017-09-18,2017,9,18,Monday,38,2017-38,249.61,250.12,249.28,249.72,46235200,229.16,0.0021270226767202693,226.55357142857142,224.95680000000002
2017-09-19,2017,9,19,Tuesday,38,2017-38,250.0,250.07,249.6,249.97,47108100,229.39,0.0010011265086979915,226.96857142857144,225.1184
2017-09-20,2017,9,20,Wednesday,38,2017-38,250.07,250.19,248.92,250.06,59574100,229.47,0.00036000518056233943,227.31357142857146,225.2848
2017-09-21,2017,9,21,Thursday,38,2017-38,249.88,249.98,249.19,249.39,48211400,228.85,-0.0026795173916278614,227.51785714285714,225.40559999999996
2017-09-22,2017,9,22,Friday,38,2017-38,249.05,249.63,249.02,249.44,51214000,228.9,0.0002005569589431655,227.70285714285714,225.5198
2017-09-25,2017,9,25,Monday,39,2017-39,249.15,249.55,248.08,248.93,57064400,228.43,-0.0020446975020266267,227.9707142857143,225.6038
2017-09-26,2017,9,26,Tuesday,39,2017-39,249.42,249.7,248.81,249.08,54082000,228.57,0.0006027827401071661,228.19357142857143,225.69119999999998
2017-09-27,2017,9,27,Wednesday,39,2017-39,249.88,250.49,248.87,250.05,81001400,229.46,0.0038942315651855353,228.48214285714286,225.794
2017-09-28,2017,9,28,Thursday,39,2017-39,249.73,250.44,249.63,250.35,44778800,229.74,0.001199766510355138,228.80928571428572,225.8782
2017-09-29,2017,9,29,Friday,39,2017-39,250.34,251.32,250.13,251.23,85578000,230.54,0.0035150180978067436,229.02214285714285,225.97639999999998
2017-10-02,2017,10,2,Monday,40,2017-40,251.49,252.32,251.29,252.32,59023000,231.54,0.004338770088338828,229.25142857142856,226.0986
2017-10-03,2017,10,3,Tuesday,40,2017-40,252.32,252.89,252.23,252.86,66810200,232.04,0.0021402431614627737,229.50857142857143,226.2318
2017-10-04,2017,10,4,Wednesday,40,2017-40,252.69,253.44,252.56,253.16,55953600,232.31,0.0011864334667091025,229.79071428571427,226.35940000000002
2017-10-05,2017,10,5,Thursday,40,2017-40,253.54,254.68,253.2,254.66,63522800,233.69,0.005925006188849169,230.1492857142857,226.51460000000003
2017-10-06,2017,10,6,Friday,40,2017-40,254.15,254.7,253.85,254.37,80646000,233.42,-0.0011388707315118651,230.45357142857142,226.66839999999996
2017-10-09,2017,10,9,Monday,41,2017-41,254.63,254.7,253.65,253.95,35803100,233.04,-0.0016512254858220832,230.71428571428572,226.82
2017-10-10,2017,10,10,Tuesday,41,2017-41,254.6,255.05,253.98,254.62,43057400,233.65,0.0026382767580015454,231.01285714285714,226.9864
2017-10-11,2017,10,11,Wednesday,41,2017-41,254.51,255.02,254.32,255.02,47674300,234.02,0.001571173116907243,231.38214285714284,227.1502
2017-10-12,2017,10,12,Thursday,41,2017-41,254.66,255.06,254.37,254.64,47065100,233.67,-0.0014900741164025622,231.72285714285712,227.3048
2017-10-13,2017,10,13,Friday,41,2017-41,255.14,255.27,254.64,254.95,54800400,233.96,0.0012174506306921185,232.11785714285716,227.47379999999998
2017-10-16,2017,10,16,Monday,42,2017-42,255.21,255.51,254.82,255.29,38221700,234.27,0.0013335627354296165,232.525,227.64079999999998
2017-10-17,2017,10,17,Tuesday,42,2017-42,255.23,255.52,254.98,255.47,31561000,234.43,0.0007050060838038608,232.88000000000002,227.80259999999998
2017-10-18,2017,10,18,Wednesday,42,2017-42,255.9,255.95,255.5,255.72,40888300,234.66,0.0009785937578410397,233.23142857142855,227.9802
2017-10-19,2017,10,19,Thursday,42,2017-42,254.83,255.83,254.35,255.79,61903800,234.73,0.0002737513783479528,233.53071428571428,228.15939999999998
2017-10-20,2017,10,20,Friday,42,2017-42,256.7,257.14,255.77,257.11,89176400,235.94,0.005160523919452542,233.845,228.4266
2017-10-23,2017,10,23,Monday,43,2017-43,257.48,257.51,256.02,256.11,63915300,235.02,-0.0038894065925765275,234.05785714285713,228.6688
2017-10-24,2017,10,24,Tuesday,43,2017-43,256.6,256.83,256.15,256.56,66935900,235.43,0.0017569370641783433,234.2807142857143,228.875
2017-10-25,2017,10,25,Wednesday,43,2017-43,256.18,256.31,254.0,255.29,103715300,234.27,-0.004949954742345053,234.32214285714286,229.05859999999996
2017-10-26,2017,10,26,Thursday,43,2017-43,255.99,256.3,255.48,255.62,69798000,234.57,0.0012924460200407495,234.4042857142857,229.24020000000002
2017-10-27,2017,10,27,Friday,43,2017-43,256.47,257.89,255.63,257.71,85562500,236.49,0.008176335216343755,234.6507142857143,229.53060000000002
2017-10-30,2017,10,30,Monday,44,2017-44,256.47,257.6,256.41,256.75,54285700,235.61,-0.003725176138535402,234.7907142857143,229.8102
2017-10-31,2017,10,31,Tuesday,44,2017-44,257.18,257.44,256.81,257.15,60304800,235.98,0.0015580089737223801,234.93071428571426,230.09380000000002
2017-11-01,2017,11,1,Wednesday,44,2017-44,258.04,258.43,257.07,257.49,54202700,236.29,0.0013221537935086403,235.11785714285716,230.33720000000002
2017-11-02,2017,11,2,Thursday,44,2017-44,257.41,257.75,256.19,257.59,56449500,236.38,0.0003883666933262031,235.29071428571427,230.5986
2017-11-03,2017,11,3,Friday,44,2017-44,257.77,258.5,257.3,258.45,59589700,237.17,0.00333863111863697,235.49785714285713,230.88620000000003
2017-11-06,2017,11,6,Monday,45,2017-45,258.3,259.0,258.22,258.85,49652600,237.54,0.001547825179521789,235.72,231.17079999999999
2017-11-07,2017,11,7,Tuesday,45,2017-45,258.97,259.35,258.09,258.67,57502200,237.37,-0.000695438479871413,235.91357142857143,231.4518
2017-11-08,2017,11,8,Wednesday,45,2017-45,258.47,259.22,258.15,259.11,50469600,237.77,0.0017009152093767632,236.13071428571428,231.73559999999998
2017-11-09,2017,11,9,Thursday,45,2017-45,257.73,258.39,256.36,258.17,95085500,236.91,-0.0036277840086541557,236.20000000000002,231.981
2017-11-10,2017,11,10,Friday,45,2017-45,257.73,258.29,257.37,258.09,59984700,236.84,-0.0003099909443742277,236.32999999999998,232.19799999999998
2017-11-13,2017,11,13,Monday,46,2017-46,257.31,258.59,257.27,258.33,50228600,237.06,0.0009299390707580013,236.44642857142858,232.41300000000004
2017-11-14,2017,11,14,Tuesday,46,2017-46,257.41,257.85,256.52,257.73,61315200,236.51,-0.002322494617460036,236.60642857142855,232.64960000000002
2017-11-15,2017,11,15,Wednesday,46,2017-46,256.62,257.22,255.63,256.44,80811500,235.32,-0.005005290713769872,236.66000000000003,232.847
2017-11-16,2017,11,16,Thursday,46,2017-46,257.52,259.04,257.47,258.62,67777000,237.32,0.0085009821544475,236.7192857142857,233.085
2017-11-17,2017,11,17,Friday,46,2017-46,258.22,258.59,257.77,257.86,75756800,236.63,-0.002938664807428326,236.79214285714284,233.31439999999998
2017-11-20,2017,11,20,Monday,47,2017-47,258.14,258.52,257.86,258.3,48075500,237.03,0.0017063228803189112,236.86714285714285,233.5038
2017-11-21,2017,11,21,Tuesday,47,2017-47,259.18,260.2,258.26,259.99,69176800,238.58,0.006542776889801649,237.03071428571428,233.7088
2017-11-22,2017,11,22,Wednesday,47,2017-47,260.0,260.15,259.57,259.76,45033400,238.37,-0.0008844495930566687,237.17285714285714,233.90740000000002
2017-11-24,2017,11,24,Friday,47,2017-47,260.32,260.48,260.16,260.36,27856500,238.92,0.00230964459856442,237.29785714285714,234.11859999999996
2017-11-27,2017,11,27,Monday,48,2017-48,260.41,260.75,260.0,260.23,52274900,238.8,-0.0004992347345265102,237.38785714285717,234.32119999999998
2017-11-28,2017,11,28,Tuesday,48,2017-48,260.76,262.9,260.65,262.87,98971700,241.22,0.010144824189522117,237.66285714285715,234.56239999999997
2017-11-29,2017,11,29,Wednesday,48,2017-48,263.02,263.63,262.2,262.71,77512100,241.08,-0.000608770392606317,237.89928571428572,234.7962
2017-11-30,2017,11,30,Thursday,48,2017-48,263.76,266.05,263.67,265.01,127894400,243.19,0.008755075860361394,238.34785714285712,235.0706
2017-12-01,2017,12,1,Friday,48,2017-48,264.76,265.31,260.76,264.46,164390900,242.68,-0.0020752790128711895,238.76499999999996,235.34720000000002
2017-12-04,2017,12,4,Monday,49,2017-49,266.31,266.8,264.08,264.14,94040600,242.39,-0.001209843151084966,239.1457142857143,235.61700000000002
2017-12-05,2017,12,5,Tuesday,49,2017-49,263.19,265.15,263.04,263.19,77994500,241.52,-0.0035967846749375143,239.50357142857143,235.8788
2017-12-06,2017,12,6,Wednesday,49,2017-49,263.3,263.73,262.71,263.24,75898600,241.56,0.00018985146918182316,239.9492857142857,236.1386
2017-12-07,2017,12,7,Thursday,49,2017-49,264.07,264.43,262.94,264.07,77218600,242.33,0.003153083840687021,240.30714285714288,236.396
2017-12-08,2017,12,8,Friday,49,2017-49,265.16,265.52,264.03,265.51,76563900,243.65,0.005453279797948296,240.80857142857144,236.67419999999998
2017-12-11,2017,12,11,Monday,50,2017-50,266.31,266.38,265.48,266.31,83077500,244.38,0.0030130221098370047,241.33357142857145,236.951
2017-12-12,2017,12,12,Tuesday,50,2017-50,267.21,267.32,266.35,266.78,85195800,244.81,0.0017646324254798618,241.77857142857144,237.2164
2017-12-13,2017,12,13,Wednesday,50,2017-50,267.06,267.56,266.65,266.75,102905400,244.79,-0.00011244035332202973,242.23714285714286,237.4714
2017-12-14,2017,12,14,Thursday,50,2017-50,267.09,267.22,265.6,265.66,100666700,243.79,-0.004086270149750715,242.585,237.701
2017-12-15,2017,12,15,Friday,50,2017-50,265.45,267.04,265.39,266.51,144610300,245.82,0.008327687091925329,243.08642857142857,237.94359999999998
2017-12-18,2017,12,18,Monday,51,2017-51,268.1,268.6,267.98,268.2,83653600,247.37,0.006341127245021783,243.5257142857143,238.22260000000003
2017-12-19,2017,12,19,Tuesday,51,2017-51,268.48,268.53,267.09,267.17,82382900,246.42,-0.003840572004232934,243.90714285714287,238.49020000000002
2017-12-20,2017,12,20,Wednesday,51,2017-51,268.27,268.33,266.69,267.03,76751500,246.29,-0.0005240982077314715,244.12857142857143,238.743
2017-12-21,2017,12,21,Thursday,51,2017-51,267.74,268.39,267.3,267.58,67032300,246.8,0.002059886448209758,244.42285714285714,238.9986
2017-12-22,2017,12,22,Friday,51,2017-51,267.6,267.64,266.9,267.51,78720900,246.74,-0.0002616475511038052,244.73357142857142,239.26
2017-12-26,2017,12,26,Tuesday,52,2017-52,267.05,267.44,266.89,267.19,45244400,246.44,-0.0011963366187600633,245.085,239.50960000000003
2017-12-27,2017,12,27,Wednesday,52,2017-52,267.38,267.73,267.01,267.32,57751000,246.56,0.000486599686096989,245.44214285714287,239.7554
2017-12-28,2017,12,28,Thursday,52,2017-52,267.89,267.92,267.45,267.87,45116100,247.07,0.0020575897385881614,245.78071428571428,240.0082
2017-12-29,2017,12,29,Friday,52,2017-52,268.53,268.55,266.64,266.86,96007400,246.14,-0.003770575026124101,245.95857142857145,240.2378
2018-01-02,2018,1,2,Tuesday,00,2018-00,267.84,268.81,267.4,268.77,86655700,247.9,0.00715744006211172,246.20999999999998,240.50120000000004
2018-01-03,2018,1,3,Wednesday,00,2018-00,268.96,270.64,268.96,270.47,90070400,249.47,0.006324984859688243,246.54285714285714,240.7718
2018-01-04,2018,1,4,Thursday,00,2018-00,271.2,272.16,270.54,271.61,80636400,250.52,0.004214722002485738,246.95214285714286,241.08180000000002
2018-01-05,2018,1,5,Friday,00,2018-00,272.51,273.56,271.95,273.42,83524000,252.19,0.006664198647974073,247.55214285714285,241.41699999999997
2018-01-08,2018,1,8,Monday,01,2018-01,273.31,274.1,272.98,273.92,57319200,252.65,0.001828776759814188,248.04,241.78460000000004
2018-01-09,2018,1,9,Tuesday,01,2018-01,274.4,275.25,274.08,274.54,57254000,253.22,0.0022632416911900766,248.45785714285714,242.15759999999997
2018-01-10,2018,1,10,Wednesday,01,2018-01,273.68,274.42,272.92,274.12,69574300,252.83,-0.001529724967671231,248.91571428571427,242.4844
2018-01-11,2018,1,11,Thursday,01,2018-01,274.75,276.12,274.56,276.12,62361500,254.68,0.007295823462436513,249.51500000000001,242.8658
2018-01-12,2018,1,12,Friday,01,2018-01,276.42,278.11,276.08,277.92,90816100,256.34,0.006519460842852931,250.19642857142858,243.273
2018-01-16,2018,1,16,Tuesday,02,2018-02,279.35,280.09,276.18,276.97,106555100,255.46,-0.003418443618835809,250.8192857142857,243.6564
2018-01-17,2018,1,17,Wednesday,02,2018-02,278.03,280.05,276.97,279.61,113258800,257.9,0.009531341181445718,251.63785714285714,244.0868
2018-01-18,2018,1,18,Thursday,02,2018-02,279.48,279.96,278.58,279.14,100728000,257.46,-0.001680668887994341,252.41642857142855,244.49259999999998
2018-01-19,2018,1,19,Friday,02,2018-02,279.8,280.41,279.14,280.41,140920100,258.64,0.004549582124266038,253.24285714285716,244.91459999999998
2018-01-22,2018,1,22,Monday,03,2018-03,280.17,282.69,280.11,282.69,91322400,260.74,0.008131226709390038,254.28571428571428,245.38199999999998
2018-01-23,2018,1,23,Tuesday,03,2018-03,282.74,283.62,282.37,283.29,97084700,261.29,0.002122451425544458,255.24214285714288,245.85240000000002
2018-01-24,2018,1,24,Wednesday,03,2018-03,284.02,284.7,281.84,283.18,134816100,261.19,-0.000388459369672689,256.07928571428573,246.33800000000002
2018-01-25,2018,1,25,Thursday,03,2018-03,284.16,284.27,282.4,283.3,84587300,261.3,0.00042366237310287325,256.8492857142857,246.8272
2018-01-26,2018,1,26,Friday,03,2018-03,284.25,286.63,283.96,286.58,107743100,264.33,0.011577926003301986,257.71642857142854,247.37259999999998
